Program Name,Program Arthur,Program Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Note,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID,Advanced Exercise Sets
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,B1,Bodyweight Bulgarian split squat,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,,Good morning,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,,X-band walk,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,,Feet elevated plank,,1,Normal,60,60,120,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout B,2,,,Dumbbell side bend,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,A1,Barbell hip thrust (pause rep method),3 sec pause at top,3,Normal,8,8,15,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,A2,Dumbbell chest supported row,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,B1,Barbell parallel squat,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,B2,Barbell incline press,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,,Bodyweight back extension,,3,Normal,10,10,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,,Side lying clam,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,,Hanging leg raise,,1,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 11,,11,Workout C,3,,,Rope horizontal chop,,1,Normal,10,10,15,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,A1,Barbell hip thrust,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,A2,Dumbbell bent over row,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,B1,Barbell box squat,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,B2,Push-up,,3,Normal,3,3,10,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,,Barbell American deadlift,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,,Side lying abduction,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,,Dumbbell Swiss ball crunch,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout A,27,,,Half-kneeling cable anti-rotation press,,1,Normal,10,10,15,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,A1,Bodyweight single-leg hip thrust,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,A2,Chin-up (band assisted),,3,Normal,1,1,5,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,B1,Bodyweight Bulgarian split squat,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,B2,Barbell military press,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,,Good morning,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,,X-band walk,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,,Feet elevated plank,,1,Normal,60,60,120,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout B,2,,,Dumbbell side bend,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,A1,Barbell hip thrust (pause rep method),3 sec pause at top,3,Normal,8,8,15,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,A2,Dumbbell chest supported row,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,B1,Barbell parallel squat,,3,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,B2,Barbell incline press,,3,Normal,8,8,12,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,,Bodyweight back extension,,3,Normal,10,10,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,,Side lying clam,,1,Normal,15,15,30,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,,Hanging leg raise,,1,Normal,10,10,20,,,,,,,,,
Booty-ful Beginnings,,12-week program for beginners.,12 weeks,Beginner,"Barbell, Dumbbell, Bodyweight, Cable, Kettlebell, Bands, Swiss Ball",3,Weeks 9-12,,3,Week 12,,12,Workout C,3,,,Rope horizontal chop,,1,Normal,10,10,15,,,,,,,,,
